"t","m","merr"
4654.54524999997,3.30202518236982e-15,7.32035175496871e-17
4658.53657,3.27151718457491e-15,7.4633605140458e-17
4666.55239999993,3.24883833775361e-15,7.20452806109592e-17
4672.61742000002,3.20104920251054e-15,7.34540334940431e-17
4685.48823999986,3.14841877098612e-15,7.00380498902536e-17
4690.54552999977,3.21071283800198e-15,7.33832725704438e-17
4698.51030999981,3.05274573891673e-15,6.86154192906194e-17
4702.46792999981,3.16711035987314e-15,7.47370762074496e-17
4708.50229999982,2.9879271540093e-15,6.77601270015493e-17
4716.47128000017,3.03245947021863e-15,6.87852733818431e-17
4836.87321999995,3.03081443745958e-15,6.86089730454065e-17
4840.81267999997,3.08956343092898e-15,7.08662118497458e-17
4850.81247999985,3.05124795288795e-15,7.34534100273426e-17
4858.84958000015,2.99970699390929e-15,7.26159350847214e-17
4862.82444000011,3.00648864063391e-15,7.0358425494534e-17
4866.77967000008,3.06929747301423e-15,7.41738036912469e-17
4870.81346999994,2.95476623578078e-15,7.06595158341815e-17
4874.76062999992,2.84736232515001e-15,6.5715740272929e-17
4882.81093000015,2.92508836594715e-15,6.71405986997215e-17
4886.73649000004,2.82668943560853e-15,6.73208818346098e-17
4890.77567999996,3.0016069800342e-15,6.96099364004736e-17
4895.7858500001,2.95297396561629e-15,6.81318156961813e-17
4899.75822000019,2.96358133337701e-15,6.85961345998329e-17
4903.80407000007,2.96463124870406e-15,6.75400607413671e-17
4907.74800000014,2.95666419306352e-15,6.81217224307625e-17
4911.74753999989,3.07237884449989e-15,6.9823656452647e-17
4916.68801000016,3.06786886412065e-15,7.54948698390312e-17
4920.71069000009,3.015494591435e-15,6.94209485205382e-17
4921.81161000021,3.14340327791881e-15,7.17612977662855e-17
4923.7439199998,3.02978749663823e-15,6.90738424531334e-17
4927.7254900001,3.2608333682031e-15,7.83175737350116e-17
4931.73487999989,3.05088389581787e-15,7.04096252224694e-17
4934.66362999985,3.17531328149806e-15,7.35137804773874e-17
4941.73418000014,3.29870292260458e-15,8.0400405722525e-17
4947.67368000001,3.15013507744213e-15,7.19273592676597e-17
4951.72725,3.15760866191354e-15,7.0645381943484e-17
4955.67654999997,3.25945753286651e-15,7.54232913265634e-17
4961.61736000003,3.30570810757192e-15,8.0866532741723e-17
4966.62901999988,3.26930109183528e-15,7.84989819834682e-17
4970.69668000005,3.15319457149801e-15,7.3138159751588e-17
4974.62882000022,3.14926332789819e-15,7.02365381867516e-17
4980.63567000022,3.20889363349879e-15,7.18282992996229e-17
4985.68136999989,3.16721124237387e-15,7.11462478627958e-17
4988.57245999994,3.16331675343147e-15,7.04541142938428e-17
4993.65247000009,3.11419885452628e-15,6.92601123102742e-17
4998.49970000004,3.26595124238942e-15,7.94341192577984e-17
5010.48050000006,3.04522773420967e-15,7.40225276990146e-17
5018.52044000011,3.03596781287475e-15,6.74100900429448e-17
5021.55280000018,3.02178599207122e-15,6.72656025145799e-17
5028.58215000015,2.95516812486337e-15,7.09670270042773e-17
5032.51768000005,2.89251124764081e-15,6.53300756214015e-17
5036.58281000005,2.95266995280366e-15,7.0235023566853e-17
5040.50394999981,2.94767039172865e-15,7.08544312436075e-17
5045.56082999986,2.86316653029925e-15,6.41458161479534e-17
5053.55398999993,2.97062986048904e-15,7.36049540390396e-17
5057.51164000016,2.83122250886169e-15,6.33457666205766e-17
5066.52540000016,3.03268665974161e-15,7.42497826793192e-17
5072.48276000004,2.87414519674337e-15,6.73412905356709e-17
5076.49731000001,2.99603414261639e-15,6.91486032770557e-17
5203.84149000002,2.89566746153593e-15,6.72910868879767e-17
5211.83919999981,2.91270546338785e-15,6.79727726058191e-17
5215.83821000019,2.92449382793868e-15,6.80373075576129e-17
5226.82303000009,2.94982964386313e-15,7.01042357182866e-17
5231.82572000008,2.86705730200764e-15,6.63930931196978e-17
5240.78692999994,2.89199257539264e-15,6.79130207872099e-17
5244.81283000018,2.81731596184736e-15,6.51961827098768e-17
5255.78572000004,2.80951115559561e-15,6.51548467413752e-17
5256.79240000015,2.75238990950949e-15,6.37278198140542e-17
5263.75591999991,2.90118051752811e-15,7.10810772544577e-17
5267.78452000022,2.81770536982933e-15,6.46337737193149e-17
5271.74184999987,2.82112554820578e-15,6.54313401144333e-17
5275.80957000004,2.75519914623453e-15,7.3674481239299e-17
5283.69295000006,2.81705222153058e-15,6.56845460127352e-17
5286.65742000006,2.85203806636035e-15,6.71086686117418e-17
5290.78151000012,2.86861532793835e-15,7.02329523222151e-17
5293.67788999993,2.85712957686506e-15,7.01420529314379e-17
5296.64839999983,2.89516998991638e-15,6.74094548229268e-17
5299.61447999999,2.87526275588165e-15,6.67077273307356e-17
5308.58069000021,3.03855972004018e-15,7.51345751050875e-17
5312.56244000001,3.045057487373e-15,7.07794527678816e-17
5316.68759999983,2.9961851382281e-15,7.24335014414361e-17
5320.61578000011,3.17842260945356e-15,7.64663366616986e-17
5324.56680000015,3.22824745021856e-15,7.46286221910938e-17
5328.53860000009,3.23499019321269e-15,7.51850889698962e-17
5334.56872999994,3.32746826151233e-15,7.96359414499097e-17
5338.58866999997,3.22713405102669e-15,7.47963337174508e-17
5341.59714999981,3.15821711519398e-15,7.19369039482874e-17
5343.54722000007,3.22217494768693e-15,7.35426106784908e-17
5347.59231999982,3.22489536435159e-15,8.46099376538397e-17
5351.53040000005,3.24029496743254e-15,7.44189744773795e-17
5355.51940000011,3.26259976441924e-15,7.55845389095135e-17
5373.63003000012,3.14552331681898e-15,7.42744858674228e-17
5378.56546000019,3.26802848093017e-15,8.09120567286622e-17
5382.49735999992,3.23470238235823e-15,7.41017307211118e-17
5386.54854999995,3.15376981343128e-15,7.23128486512378e-17
5390.57230000012,3.24505953933579e-15,7.38009639050309e-17
5400.54487999994,3.23859357040903e-15,7.4587381111914e-17
5404.51762000006,3.07650033234642e-15,7.44786411727448e-17
5411.56312000006,3.1554728888248e-15,7.28309669471501e-17
5416.55990999984,3.34283250405612e-15,8.18847133288105e-17
5423.51580999978,3.16220791402039e-15,7.27152266094474e-17
5427.50119999982,3.16987614102451e-15,7.32090843867576e-17
5431.46510000015,3.15135728672308e-15,7.70133667219126e-17
5435.48421999998,3.13140830485266e-15,7.02241777789813e-17
5561.82648999989,3.43184636772865e-15,7.98188086878822e-17
5566.85559999989,3.42807817981022e-15,7.95052288063163e-17
5570.86200999981,3.46343840879229e-15,8.12108099413709e-17
5574.84072000021,3.42384665145074e-15,7.98578375082662e-17
5578.83798999991,3.42221865607339e-15,7.94598380731796e-17
5582.8743400001,3.38788834198113e-15,7.96296557107877e-17
5590.8455500002,3.36689799386661e-15,7.88567808174333e-17
5594.81175999995,3.27449595267e-15,7.63378596870792e-17
5599.89344999986,3.47242086406447e-15,8.35687643953803e-17
5604.88567000022,3.33620211338224e-15,8.11784247061163e-17
5608.81037000008,3.30352187184236e-15,7.68600699475568e-17
5611.84811000014,3.33367277469838e-15,7.76779464308451e-17
5615.85122000007,3.26135862052907e-15,7.62191872791347e-17
5619.8258799999,3.35665000220127e-15,7.85458562946316e-17
5622.79112000018,3.38731003823754e-15,8.01027523993056e-17
5626.76189999981,3.3836954345109e-15,7.91163462057566e-17
5630.82426000014,3.36871509784265e-15,7.82817290139804e-17
5634.77920000022,3.42060147302269e-15,7.96024501639187e-17
5638.79355000006,3.46347372970283e-15,8.0016281511381e-17
5641.80637999997,3.52813647422614e-15,8.21961668077557e-17
5645.79253999982,3.54896885206376e-15,8.22450240289927e-17
5650.65982999979,3.53702189025578e-15,8.24877787060849e-17
5654.72200000007,3.53568482927297e-15,8.2408098227994e-17
5658.67022999981,3.44502728161091e-15,8.11544095391492e-17
5667.59205000009,3.40884649847489e-15,7.97432259992958e-17
5671.79298999999,3.33861442635875e-15,7.69843133663513e-17
5675.6524100001,3.28753491724929e-15,7.5440726272491e-17
5679.54924000008,3.31057463781853e-15,7.71286624820371e-17
5683.60144999996,3.22192107684539e-15,7.36891412280176e-17
5687.59443000006,3.11682901933051e-15,7.30114096864926e-17
5691.58606000012,3.09152734824962e-15,7.17549536139605e-17
5696.63982999977,3.04393984705279e-15,6.96431302141396e-17
5699.63614000008,2.94947842959234e-15,6.9078830578292e-17
5702.59335000021,3.03544010705569e-15,6.99877627197763e-17
5706.58931000018,3.02062744570388e-15,6.95259714092056e-17
5712.55582999997,2.87152234296246e-15,6.56307950083607e-17
5722.56894000014,2.87333304299974e-15,6.67827373458844e-17
5726.51636999985,2.81723753823222e-15,6.5743415829435e-17
5730.57230000012,3.00398214686869e-15,6.98870717057831e-17
5737.52063999977,2.85346963820585e-15,6.61161650530039e-17
5740.60417999979,2.87994443192422e-15,6.65958004651286e-17
5744.54972000001,2.84008504693886e-15,6.50421311664387e-17
5748.58839999977,2.70879777248513e-15,6.254043399496e-17
5756.5729100001,2.78304477301384e-15,6.75882542104785e-17
5766.50592999998,2.67893579780842e-15,6.27675604652515e-17
